EID_100001, De Villiers, Fabienne, (024) 777 486 820, fabienne.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_100246, De Villiers, Christine, (024) 777 373 285, christine.devilliers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100247, Marchand, Dorothé, (024) 777 803 479, dorothe.marchand@heig-vd.ch, FEMALE, TIC, Professeur
EID_100248, Dupont, Georgette, (024) 777 691 409, georgette.dupont@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100249, Simpson, Edgar, (024) 777 683 173, edgar.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100250, Delon, Emma, (024) 777 673 537, emma.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_100251, Jones, Carine, (024) 777 804 498, carine.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_100252, Dupont, Emilie, (024) 777 848 664, emilie.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_100253, Smith, Aurore, (024) 777 794 700, aurore.smith@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100254, De Decker, Emil, (024) 777 204 828, emil.dedecker@heig-vd.ch, MALE, HEG, Professeur
EID_100255, Delon, Julie, (024) 777 751 696, julie.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_100256, Dupont, Didier, (024) 777 606 209, didier.dupont@heig-vd.ch, MALE, TIN, Professeur
EID_100257, Dupond, Marc, (024) 777 613 744, marc.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_100258, Bauer, Edgar, (024) 777 814 857, edgar.bauer@heig-vd.ch, MALE, COMEM, Professeur
EID_100259, Bauer, Luc, (024) 777 800 187, luc.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_100260, Jones, Danièle, (024) 777 886 742, daniele.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_100261, Delon, Charles, (024) 777 633 737, charles.delon@heig-vd.ch, MALE, TIC, Administratif
EID_100262, Belmondo, Danièle, (024) 777 675 491, daniele.belmondo@heig-vd.ch, FEMALE, EC, Assistant
EID_100263, Bauer, Faustine, (024) 777 380 195, faustine.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_100264, Smith, Christine, (024) 777 186 823, christine.smith@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100265, Simpson, Anne, (024) 777 653 525, anne.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_100266, Delon, Frédéric, (024) 777 154 167, frederic.delon@heig-vd.ch, MALE, DEPG, Etudiant
EID_100267, Durant, Emil, (024) 777 257 487, emil.durant@heig-vd.ch, MALE, TIN, Administratif
EID_100268, Bauer, Irène, (024) 777 573 480, irene.bauer@heig-vd.ch, FEMALE, EC, Professeur
EID_100269, Clément, Christine, (024) 777 287 654, christine.clement@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100270, Clément, Fabrice, (024) 777 860 862, fabrice.clement@heig-vd.ch, MALE, TIC, Professeur
EID_100271, Belmondo, Carine, (024) 777 263 638, carine.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_100272, Simpson, Carole, (024) 777 209 544, carole.simpson@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100273, De Decker, Emma, (024) 777 757 341, emma.dedecker@heig-vd.ch, FEMALE, HEG, Professeur
EID_100274, Dupont, Irène, (024) 777 339 495, irene.dupont@heig-vd.ch, FEMALE, TIN, Assistant
EID_100275, Delon, Jimmy, (024) 777 526 496, jimmy.delon@heig-vd.ch, MALE, HEG, Administratif
EID_100276, Dupont, Jimmy, (024) 777 475 259, jimmy.dupont@heig-vd.ch, MALE, DEPG, Administratif
EID_100277, Belmondo, Marc, (024) 777 635 842, marc.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_100278, Dupont, Cédric, (024) 777 836 430, cedric.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_100279, Clément, Dylan, (024) 777 821 797, dylan.clement@heig-vd.ch, MALE, TIN, Etudiant
EID_100280, De Villiers, Danièle, (024) 777 861 137, daniele.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100281, Bauer, Georgette, (024) 777 576 237, georgette.bauer@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100282, Marchand, Georgette, (024) 777 152 432, georgette.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100283, Delon, Fabrice, (024) 777 505 358, fabrice.delon@heig-vd.ch, MALE, TIN, Administratif
EID_100284, Dupond, Anne, (024) 777 334 731, anne.dupond@heig-vd.ch, FEMALE, TIC, Administratif
EID_100285, Marchand, Dorothé, (024) 777 800 262, dorothe.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_100286, Dupont, Anne, (024) 777 688 150, anne.dupont@heig-vd.ch, FEMALE, EC, Administratif
EID_100287, De Villiers, Luc, (024) 777 839 190, luc.devilliers@heig-vd.ch, MALE, TIC, Etudiant
EID_100288, De Villiers, Bryan, (024) 777 300 786, bryan.devilliers@heig-vd.ch, MALE, EC, Etudiant
EID_100289, Durant, Aurore, (024) 777 442 884, aurore.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100290, Dupont, Christine, (024) 777 174 808, christine.dupont@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100291, Jones, Marc, (024) 777 701 502, marc.jones@heig-vd.ch, MALE, TIN, Administratif
EID_100292, Dupond, Georgette, (024) 777 411 860, georgette.dupond@heig-vd.ch, FEMALE, HEG, Administratif
EID_100293, Bauer, Aurore, (024) 777 314 265, aurore.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100294, Jones, Aurore, (024) 777 557 323, aurore.jones@heig-vd.ch, FEMALE, TIN, Administratif
EID_100295, Delon, Amélie, (024) 777 564 234, amelie.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100296, De Decker, Julien, (024) 777 590 672, julien.dedecker@heig-vd.ch, MALE, EC, Etudiant
EID_100297, Simpson, Faustine, (024) 777 570 178, faustine.simpson@heig-vd.ch, FEMALE, TIC, Professeur
EID_100298, Smith, Amélie, (024) 777 692 769, amelie.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100299, Simpson, Amélie, (024) 777 185 526, amelie.simpson@heig-vd.ch, FEMALE, TIN, Professeur
EID_100300, Dupond, Henri, (024) 777 543 799, henri.dupond@heig-vd.ch, MALE, TIC, Professeur
EID_100301, De Villiers, Emma, (024) 777 129 645, emma.devilliers@heig-vd.ch, FEMALE, EC, Etudiant
EID_100302, De Villiers, Edgar, (024) 777 408 808, edgar.devilliers@heig-vd.ch, MALE, HEG, Professeur
EID_100303, Dupont, Henri, (024) 777 661 580, henri.dupont@heig-vd.ch, MALE, COMEM, Assistant
EID_100304, Belmondo, Edgar, (024) 777 721 449, edgar.belmondo@heig-vd.ch, MALE, DEPG, Etudiant
EID_100305, Durant, Jimmy, (024) 777 791 535, jimmy.durant@heig-vd.ch, MALE, TIC, Etudiant
EID_100306, Jones, Emilie, (024) 777 833 788, emilie.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_100307, Jones, Emma, (024) 777 626 644, emma.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_100308, Marchand, Luc, (024) 777 300 389, luc.marchand@heig-vd.ch, MALE, COMEM, Professeur
EID_100309, Delon, Gontran, (024) 777 517 706, gontran.delon@heig-vd.ch, MALE, EC, Assistant
EID_100310, Smith, Amélie, (024) 777 760 810, amelie.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_100311, Belmondo, Georgette, (024) 777 528 478, georgette.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_100312, Bauer, Emil, (024) 777 620 112, emil.bauer@heig-vd.ch, MALE, COMEM, Assistant
EID_100313, Smith, Brigitte, (024) 777 169 196, brigitte.smith@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100314, Marchand, Julie, (024) 777 663 543, julie.marchand@heig-vd.ch, FEMALE, TIN, Assistant
EID_100315, Delon, Fabienne, (024) 777 598 885, fabienne.delon@heig-vd.ch, FEMALE, EC, Administratif
EID_100316, Dupont, Emilie, (024) 777 673 270, emilie.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_100317, Jones, Faustine, (024) 777 482 778, faustine.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100318, Smith, Bernard, (024) 777 255 281, bernard.smith@heig-vd.ch, MALE, COMEM, Professeur
EID_100319, Jones, Carole, (024) 777 432 844, carole.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_100320, Clément, Aurore, (024) 777 257 339, aurore.clement@heig-vd.ch, FEMALE, TIC, Assistant
EID_100321, Dupont, Brigitte, (024) 777 824 446, brigitte.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100322, Belmondo, Bernard, (024) 777 234 592, bernard.belmondo@heig-vd.ch, MALE, TIC, Professeur
EID_100323, Jones, Fabrice, (024) 777 326 591, fabrice.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_100324, Marchand, Emma, (024) 777 689 772, emma.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100325, Belmondo, Georgette, (024) 777 329 572, georgette.belmondo@heig-vd.ch, FEMALE, TIN, Professeur
EID_100326, Durant, Irène, (024) 777 512 357, irene.durant@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100327, Bauer, Aurore, (024) 777 171 475, aurore.bauer@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100328, Jones, Aurore, (024) 777 577 789, aurore.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_100329, Jones, Christine, (024) 777 503 865, christine.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_100330, Durant, Bernadette, (024) 777 113 190, bernadette.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_100331, De Decker, Emilie, (024) 777 480 172, emilie.dedecker@heig-vd.ch, FEMALE, EC, Professeur
EID_100332, Clément, Jimmy, (024) 777 168 393, jimmy.clement@heig-vd.ch, MALE, HEG, Etudiant
EID_100333, Smith, Emil, (024) 777 417 597, emil.smith@heig-vd.ch, MALE, EC, Administratif
EID_100334, Durant, Dylan, (024) 777 129 479, dylan.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_100335, Bauer, Lucien, (024) 777 738 889, lucien.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_100336, Bauer, Didier, (024) 777 333 847, didier.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_100337, Delon, Emil, (024) 777 225 504, emil.delon@heig-vd.ch, MALE, EC, Assistant
EID_100338, Bauer, Guillaume, (024) 777 173 566, guillaume.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_100339, Delon, Dorothé, (024) 777 378 883, dorothe.delon@heig-vd.ch, FEMALE, TIN, Assistant
EID_100340, Clément, Albert, (024) 777 827 629, albert.clement@heig-vd.ch, MALE, DEPG, Professeur
EID_100341, Delon, Gilles, (024) 777 537 234, gilles.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_100342, De Villiers, Marc, (024) 777 698 425, marc.devilliers@heig-vd.ch, MALE, COMEM, Administratif
EID_100343, Delon, Bryan, (024) 777 462 826, bryan.delon@heig-vd.ch, MALE, TIC, Assistant
EID_100344, Marchand, Fabien, (024) 777 764 489, fabien.marchand@heig-vd.ch, MALE, EC, Administratif
EID_100345, De Decker, Brigitte, (024) 777 746 721, brigitte.dedecker@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100346, Smith, Evelyne, (024) 777 791 817, evelyne.smith@heig-vd.ch, FEMALE, EC, Professeur
EID_100347, Clément, Cédric, (024) 777 395 179, cedric.clement@heig-vd.ch, MALE, HEG, Professeur
EID_100348, Dupond, Gontran, (024) 777 550 149, gontran.dupond@heig-vd.ch, MALE, HEG, Professeur
EID_100349, Delon, Carole, (024) 777 541 696, carole.delon@heig-vd.ch, FEMALE, TIN, Administratif
EID_100350, Bauer, Cédric, (024) 777 683 484, cedric.bauer@heig-vd.ch, MALE, COMEM, Etudiant
EID_100351, Belmondo, Emilie, (024) 777 534 898, emilie.belmondo@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100352, Dupond, Fabrice, (024) 777 604 763, fabrice.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_100353, Simpson, Danièle, (024) 777 167 759, daniele.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_100354, Delon, Frédéric, (024) 777 429 126, frederic.delon@heig-vd.ch, MALE, TIC, Professeur
EID_100355, Bauer, Amélie, (024) 777 763 406, amelie.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_100356, Dupond, Emma, (024) 777 617 702, emma.dupond@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100357, Smith, Guillaume, (024) 777 666 463, guillaume.smith@heig-vd.ch, MALE, HEG, Assistant
EID_100358, Bauer, Dorothé, (024) 777 427 415, dorothe.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_100359, Dupond, Irène, (024) 777 571 615, irene.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_100360, Delon, Jimmy, (024) 777 143 366, jimmy.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_100361, Delon, Julie, (024) 777 427 594, julie.delon@heig-vd.ch, FEMALE, TIN, Professeur
EID_100362, Durant, Emilie, (024) 777 531 267, emilie.durant@heig-vd.ch, FEMALE, TIN, Professeur
EID_100363, Bauer, Julie, (024) 777 337 796, julie.bauer@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100364, Jones, Christine, (024) 777 319 132, christine.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_100365, Jones, Aurore, (024) 777 178 617, aurore.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_100366, Delon, Henriette, (024) 777 149 421, henriette.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100367, Delon, Georgette, (024) 777 337 679, georgette.delon@heig-vd.ch, FEMALE, TIC, Administratif
EID_100368, Bauer, Gilles, (024) 777 442 199, gilles.bauer@heig-vd.ch, MALE, EC, Administratif
EID_100369, Simpson, Evelyne, (024) 777 211 154, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_100370, Simpson, Gilles, (024) 777 125 108, gilles.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_100371, Dupond, Danièle, (024) 777 725 512, daniele.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_100372, Dupont, Dorothé, (024) 777 755 895, dorothe.dupont@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100373, Delon, Irène, (024) 777 378 872, irene.delon@heig-vd.ch, FEMALE, HEG, Assistant
EID_100374, Jones, Emilie, (024) 777 181 369, emilie.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_100375, Durant, Irène, (024) 777 672 375, irene.durant@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100376, Simpson, Albert, (024) 777 817 783, albert.simpson@heig-vd.ch, MALE, TIC, Etudiant
EID_100377, Simpson, Lucien, (024) 777 810 223, lucien.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_100378, Clément, Carole, (024) 777 271 458, carole.clement@heig-vd.ch, FEMALE, TIN, Professeur
EID_100379, Delon, Carole, (024) 777 552 709, carole.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100380, De Villiers, Fabienne, (024) 777 632 253, fabienne.devilliers@heig-vd.ch, FEMALE, TIN, Administratif
EID_100381, Delon, Fabrice, (024) 777 600 128, fabrice.delon@heig-vd.ch, MALE, TIC, Professeur
EID_100382, Delon, Marc, (024) 777 114 898, marc.delon@heig-vd.ch, MALE, TIC, Etudiant
EID_100383, Jones, Aurore, (024) 777 141 149, aurore.jones@heig-vd.ch, FEMALE, TIN, Professeur
EID_100384, Jones, Carole, (024) 777 301 833, carole.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_100385, Smith, Aurore, (024) 777 466 134, aurore.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100386, Marchand, Fabien, (024) 777 314 189, fabien.marchand@heig-vd.ch, MALE, COMEM, Administratif
EID_100387, Bauer, Emil, (024) 777 854 180, emil.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_100388, Dupond, Carole, (024) 777 665 537, carole.dupond@heig-vd.ch, FEMALE, HEG, Assistant
EID_100389, Durant, Luc, (024) 777 837 334, luc.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_100390, Clément, Henri, (024) 777 108 640, henri.clement@heig-vd.ch, MALE, TIN, Professeur
EID_100391, Dupont, Julien, (024) 777 866 398, julien.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_100392, Simpson, Julien, (024) 777 190 656, julien.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_100393, Simpson, Albert, (024) 777 137 367, albert.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_100394, Dupond, Marc, (024) 777 117 774, marc.dupond@heig-vd.ch, MALE, EC, Assistant
EID_100395, Bauer, Christine, (024) 777 377 123, christine.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_100396, Delon, Frédéric, (024) 777 591 457, frederic.delon@heig-vd.ch, MALE, TIC, Assistant
EID_100397, Clément, Bernard, (024) 777 827 693, bernard.clement@heig-vd.ch, MALE, DEPG, Administratif
EID_100398, De Decker, Gilles, (024) 777 626 801, gilles.dedecker@heig-vd.ch, MALE, HEG, Assistant
EID_100399, De Villiers, Irène, (024) 777 443 565, irene.devilliers@heig-vd.ch, FEMALE, TIC, Assistant
EID_100400, Bauer, Frédéric, (024) 777 184 669, frederic.bauer@heig-vd.ch, MALE, HEG, Assistant
EID_100401, Belmondo, Gontran, (024) 777 617 752, gontran.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_100402, De Villiers, Brigitte, (024) 777 213 561, brigitte.devilliers@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100403, Jones, Lucien, (024) 777 576 216, lucien.jones@heig-vd.ch, MALE, EC, Assistant
EID_100404, Dupont, Gilles, (024) 777 218 651, gilles.dupont@heig-vd.ch, MALE, EC, Professeur
EID_100405, De Decker, Albert, (024) 777 839 600, albert.dedecker@heig-vd.ch, MALE, TIC, Etudiant
EID_100406, Dupont, Dorothé, (024) 777 252 525, dorothe.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100407, Marchand, Carole, (024) 777 614 377, carole.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_100408, Belmondo, Georgette, (024) 777 832 722, georgette.belmondo@heig-vd.ch, FEMALE, TIC, Professeur
EID_100409, Dupond, Christine, (024) 777 741 404, christine.dupond@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100410, Marchand, Henriette, (024) 777 850 335, henriette.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100411, Bauer, Edgar, (024) 777 288 336, edgar.bauer@heig-vd.ch, MALE, DEPG, Etudiant
EID_100412, Bauer, Bryan, (024) 777 899 851, bryan.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_100413, Jones, Henriette, (024) 777 788 332, henriette.jones@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100414, Bauer, Bryan, (024) 777 248 273, bryan.bauer@heig-vd.ch, MALE, COMEM, Administratif
EID_100415, Smith, Danièle, (024) 777 388 491, daniele.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100416, Dupond, Didier, (024) 777 394 504, didier.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_100417, Durant, Emilie, (024) 777 217 867, emilie.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_100418, Delon, Lucien, (024) 777 281 285, lucien.delon@heig-vd.ch, MALE, EC, Assistant
EID_100419, De Villiers, Fabrice, (024) 777 268 895, fabrice.devilliers@heig-vd.ch, MALE, HEG, Professeur
EID_100420, De Decker, Julie, (024) 777 850 650, julie.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_100421, Dupont, Frédéric, (024) 777 111 702, frederic.dupont@heig-vd.ch, MALE, DEPG, Assistant
EID_100422, Marchand, Gilles, (024) 777 722 271, gilles.marchand@heig-vd.ch, MALE, TIN, Professeur
EID_100423, Belmondo, Julien, (024) 777 690 805, julien.belmondo@heig-vd.ch, MALE, DEPG, Professeur
EID_100424, Delon, Charles, (024) 777 822 719, charles.delon@heig-vd.ch, MALE, HEG, Professeur
EID_100425, Belmondo, Fabienne, (024) 777 414 624, fabienne.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100426, De Villiers, Emil, (024) 777 865 725, emil.devilliers@heig-vd.ch, MALE, EC, Professeur
EID_100427, Dupond, Henriette, (024) 777 372 550, henriette.dupond@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100428, Clément, Carole, (024) 777 329 857, carole.clement@heig-vd.ch, FEMALE, TIN, Administratif
EID_100429, Belmondo, Gontran, (024) 777 252 672, gontran.belmondo@heig-vd.ch, MALE, TIN, Administratif
EID_100430, Jones, Bernard, (024) 777 648 437, bernard.jones@heig-vd.ch, MALE, TIN, Etudiant
EID_100431, Belmondo, Christine, (024) 777 626 506, christine.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_100432, Dupond, Irène, (024) 777 178 122, irene.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_100433, Simpson, Emma, (024) 777 642 427, emma.simpson@heig-vd.ch, FEMALE, TIN, Administratif
EID_100434, Bauer, Fabrice, (024) 777 528 698, fabrice.bauer@heig-vd.ch, MALE, EC, Assistant
EID_100435, De Decker, Danièle, (024) 777 377 640, daniele.dedecker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100436, Marchand, Amélie, (024) 777 864 234, amelie.marchand@heig-vd.ch, FEMALE, TIC, Administratif
EID_100437, Clément, Henri, (024) 777 569 152, henri.clement@heig-vd.ch, MALE, COMEM, Etudiant
EID_100438, Jones, Frédéric, (024) 777 610 438, frederic.jones@heig-vd.ch, MALE, EC, Assistant
EID_100439, Marchand, Emma, (024) 777 846 893, emma.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100440, Jones, Cédric, (024) 777 191 486, cedric.jones@heig-vd.ch, MALE, EC, Assistant
EID_100441, Durant, Marc, (024) 777 455 809, marc.durant@heig-vd.ch, MALE, HEG, Professeur
EID_100442, Belmondo, Lucien, (024) 777 158 789, lucien.belmondo@heig-vd.ch, MALE, TIC, Administratif
EID_100443, Clément, Albert, (024) 777 408 321, albert.clement@heig-vd.ch, MALE, TIC, Administratif
EID_100444, Dupond, Lucien, (024) 777 567 170, lucien.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_100445, Bauer, Marc, (024) 777 321 186, marc.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_100446, Durant, Fabien, (024) 777 131 304, fabien.durant@heig-vd.ch, MALE, TIN, Administratif
EID_100447, Simpson, Carine, (024) 777 890 255, carine.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_100448, Dupond, Henriette, (024) 777 265 600, henriette.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_100449, Belmondo, Carole, (024) 777 320 446, carole.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100450, Dupont, Danièle, (024) 777 876 697, daniele.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100451, Dupond, Albert, (024) 777 370 146, albert.dupond@heig-vd.ch, MALE, EC, Etudiant
EID_100452, Dupond, Carole, (024) 777 520 518, carole.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_100453, Dupont, Aurore, (024) 777 349 128, aurore.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100454, De Decker, Didier, (024) 777 835 634, didier.dedecker@heig-vd.ch, MALE, EC, Administratif
EID_100455, Marchand, Carine, (024) 777 800 649, carine.marchand@heig-vd.ch, FEMALE, HEG, Professeur
EID_100456, De Villiers, Bryan, (024) 777 650 571, bryan.devilliers@heig-vd.ch, MALE, TIC, Assistant
EID_100457, Dupont, Guillaume, (024) 777 375 304, guillaume.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_100458, Durant, Marc, (024) 777 555 691, marc.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_100459, Smith, Evelyne, (024) 777 366 857, evelyne.smith@heig-vd.ch, FEMALE, DEPG, Professeur
